ahe,year,bachelor,female,age
32.69230651855469,2008,1,1,31
14.90384578704834,2008,0,0,28
16.346153259277344,2008,0,0,30
5.769230842590332,2008,0,1,25
13.461538314819336,2008,0,0,27
15.769230842590332,2008,1,0,31
12,2008,0,0,31
6.25,2008,0,1,33
27.47252655029297,2008,1,1,34
20,2008,1,1,26
21.367521286010742,2008,0,0,28
4.808653831481934,2008,1,1,30
13.1578950881958,2008,0,1,30
22.211538314819336,2008,1,0,26
21.634614944458008,2008,1,1,30
13.562752723693848,2008,1,1,30
28.846153259277344,2008,1,0,31
30.769229888916016,2008,1,0,29
19.230770111083984,2008,0,1,32
12.5,2008,0,0,32
23.77622413635254,2008,0,0,34
21.153846740722656,2008,1,0,33
7.692307472229004,2008,0,0,33
35.502960205078125,2008,0,0,32
14.423076629638672,2008,1,1,25
17.206478118896484,2008,1,1,31
28.17531394958496,2008,1,0,32
31.25,2008,1,1,34
18.028846740722656,2008,1,0,31
16.826923370361328,2008,1,0,27
20.769229888916016,2008,1,1,25
32.96703338623047,2008,0,0,29
19.230770111083984,2008,0,1,29
34.39230728149414,2008,0,0,31
19.711538314819336,2008,0,1,27
11.538461685180664,2008,0,0,29
15.384614944458008,2008,1,1,34
16.483516693115234,2008,0,1,33
43.269229888916016,2008,1,0,30
24.786325454711914,2008,1,1,25
10,2008,1,0,25
8.173076629638672,2008,0,1,26
26.495725631713867,2008,1,0,29
14.423076629638672,2008,1,0,29
29.059829711914062,2008,0,1,27
24.074073791503906,2008,0,1,29
24.038461685180664,2008,1,0,34
10.576923370361328,2008,1,1,27
33.653846740722656,2008,1,0,26
16.826923370361328,2008,1,1,32
12.019230842590332,2008,1,1,33
10.097115516662598,2008,0,0,32
5.288461685180664,2008,1,0,26
25.64102554321289,2008,1,0,25
31.25,2008,1,0,33
10,2008,0,1,32
27.613412857055664,2008,1,0,27
24.65483283996582,2008,1,1,28
24.038461685180664,2008,1,1,28
35.71428680419922,2008,1,0,28
29.106029510498047,2008,1,0,26
17.644229888916016,2008,1,1,27
5.494505405426025,2008,0,1,30
46.63461685180664,2008,1,1,34
15.384614944458008,2008,1,1,28
19.230770111083984,2008,1,1,26
15,2008,0,0,26
9.61634635925293,2008,1,0,27
14.423076629638672,2008,0,0,31
38.46154022216797,2008,1,0,32
26.44230842590332,2008,1,1,29
6.971153736114502,2008,0,0,31
12.019230842590332,2008,0,0,25
7.211538314819336,2008,0,0,25
20.673076629638672,2008,0,0,28
12.475051879882812,2008,1,1,33
28.846153259277344,2008,1,0,30
15.865385055541992,2008,0,1,34
28.205127716064453,2008,0,0,34
30.44871711730957,2008,0,0,30
22.596153259277344,2008,0,1,27
13.461538314819336,2008,0,0,28
12.692307472229004,2008,0,0,26
17.399267196655273,2008,0,1,28
16.826923370361328,2008,0,1,33
18.269229888916016,2008,0,0,32
23.076923370361328,2008,0,0,31
8.173076629638672,2008,1,0,30
23.846153259277344,2008,1,1,34
9.5,2008,1,0,27
19.677995681762695,2008,1,0,25
28.846153259277344,2008,0,0,29
17.03296661376953,2008,0,1,31
14.423076629638672,2008,0,0,30
12.019230842590332,2008,0,1,33
35.05913543701172,2008,0,0,32
20.673076629638672,2008,1,0,28
35.096153259277344,2008,1,1,27
58,2008,1,0,30
14.583333015441895,2008,0,0,33
6.971153736114502,2008,0,0,29
17.69230842590332,2008,1,0,31
14.95726490020752,2008,1,0,29
19.230770111083984,2008,0,0,33
20.19230842590332,2008,0,0,34
18.75,2008,0,1,29
15.865385055541992,2008,0,1,29
16.826923370361328,2008,0,0,28
20.769229888916016,2008,1,1,32
23.076923370361328,2008,1,1,34
60.096153259277344,2008,1,0,32
29.5,2008,0,0,29
16.269229888916016,2008,0,0,32
16.346153259277344,2008,0,0,31
19.230770111083984,2008,1,0,25
18.75,2008,1,1,33
12.980769157409668,2008,0,1,32
47.752498626708984,2008,1,0,30
25,2008,0,0,28
5.480769157409668,2008,1,1,26
21.538461685180664,2008,0,0,30
12.820512771606445,2008,1,1,29
29.80769157409668,2008,0,0,31
28.846153259277344,2008,0,0,30
25,2008,0,0,25
21.634614944458008,2008,0,0,34
16.826923370361328,2008,0,0,33
38.46154022216797,2008,1,0,29
12.019230842590332,2008,0,1,27
42.30769348144531,2008,1,0,33
27.69230842590332,2008,1,1,27
36.713287353515625,2008,1,1,30
48.07692337036133,2008,1,0,31
22.115385055541992,2008,1,1,28
21.153846740722656,2008,1,1,28
24.038461685180664,2008,1,1,26
21.452991485595703,2008,1,1,34
26.44230842590332,2008,1,0,29
12.087912559509277,2008,0,1,31
22.115385055541992,2008,1,1,27
13.461538314819336,2008,1,1,28
7.8947367668151855,2008,0,0,27
16.826923370361328,2008,1,0,27
40.38461685180664,2008,1,0,28
24.72527503967285,2008,1,1,29
31.250961303710938,2008,1,0,34
12.02019214630127,2008,1,0,31
26.923076629638672,2008,1,1,28
9.001636505126953,2008,1,1,32
23.426572799682617,2008,1,0,30
27.77777862548828,2008,0,1,31
38.46154022216797,2008,1,0,33
48.07692337036133,2008,1,0,34
21.35416603088379,2008,1,1,33
26.923076629638672,2008,1,1,28
27.47252655029297,2008,1,1,29
26.923076629638672,2008,1,1,25
21.328670501708984,2008,1,1,26
18.846153259277344,2008,1,0,34
33.653846740722656,2008,1,1,29
29.487178802490234,2008,1,0,29
27.30769157409668,2008,1,0,28
48.07692337036133,2008,0,1,28
23.076923370361328,2008,1,0,27
14.423076629638672,2008,1,1,28
26.44230842590332,2008,1,0,32
17.094017028808594,2008,1,0,30
26.44230842590332,2008,1,0,32
36.32478713989258,2008,0,0,31
7.211538314819336,2008,0,0,32
24.038461685180664,2008,0,0,27
11.538461685180664,2008,0,1,32
24.0394229888916,2008,0,0,27
14.534883499145508,2008,0,0,28
12.019230842590332,2008,0,1,27
15.384614944458008,2008,1,1,25
14.423076629638672,2008,1,1,34
26.44230842590332,2008,1,1,34
37.955467224121094,2008,1,1,27
18.846153259277344,2008,1,1,27
31.746030807495117,2008,1,0,27
24.038461685180664,2008,1,1,28
52.88461685180664,2008,1,1,33
12.5,2008,0,1,28
18.269229888916016,2008,0,0,25
15.886287689208984,2008,0,1,31
19.230770111083984,2008,0,0,33
15.384614944458008,2008,0,1,25
21.634614944458008,2008,1,1,32
12.820512771606445,2008,1,0,27
9.9358978271484375,2008,1,1,28
14.423076629638672,2008,1,1,31
14.423076629638672,2008,1,0,26
7.9670329093933105,2008,0,0,26
27.884614944458008,2008,1,1,30
18.112245559692383,2008,1,1,31
15.384614944458008,2008,0,0,29
13.461538314819336,2008,0,0,34
28.846153259277344,2008,0,0,30
8.173076629638672,2008,0,1,27
22.235576629638672,2008,1,1,29
28.846153259277344,2008,1,0,30
34.61538314819336,2008,1,0,32
14.529914855957031,2008,1,0,30
36.53845977783203,2008,0,1,32
60.096153259277344,2008,1,0,34
24.038461685180664,2008,1,1,32
24.038461685180664,2008,1,1,29
27.77777862548828,2008,1,0,31
7.8125,2008,0,0,27
5.153846263885498,2008,0,1,32
10.09615421295166,2008,0,1,32
17.30769157409668,2008,1,1,28
24.519229888916016,2008,1,0,34
10.09615421295166,2008,0,0,25
16.826923370361328,2008,1,1,25
10,2008,0,0,33
20.19230842590332,2008,1,1,26
20.19230842590332,2008,0,0,27
17.019229888916016,2008,1,1,26
31.25,2008,1,0,34
12.019230842590332,2008,1,1,30
5.057692527770996,2008,0,0,27
36.53845977783203,2008,1,0,34
39.70588302612305,2008,1,0,27
13.461538314819336,2008,1,1,25
13.461538314819336,2008,0,0,25
19.230770111083984,2008,1,1,26
10.961538314819336,2008,0,1,34
74.78632354736328,2008,1,1,34
12.980769157409668,2008,0,0,31
32.21154022216797,2008,1,1,34
19.230770111083984,2008,0,0,34
14.423076629638672,2008,1,1,32
28.846153259277344,2008,1,0,31
28.846153259277344,2008,1,0,31
22.596153259277344,2008,0,0,33
34.13461685180664,2008,1,0,33
11.538461685180664,2008,0,1,33
17.58241844177246,2008,0,1,28
16.826923370361328,2008,0,1,33
32.69230651855469,2008,1,1,27
23.076923370361328,2008,1,0,26
19.711538314819336,2008,0,1,29
15.384614944458008,2008,1,1,33
19.230770111083984,2008,0,0,28
19.230770111083984,2008,0,0,32
16.826923370361328,2008,0,0,31
16.346153259277344,2008,1,0,34
16.346153259277344,2008,0,0,29
19.711538314819336,2008,1,0,27
22.596153259277344,2008,1,0,26
13.1578950881958,2008,0,0,26
49.52381134033203,2008,0,0,32
9.230769157409668,2008,0,1,25
9.94694995880127,2008,0,0,33
19.711538314819336,2008,0,0,31
19.230770111083984,2008,0,0,34
19.230770111083984,2008,1,1,29
18.681318283081055,2008,1,1,32
31.541208267211914,2008,1,1,33
11.538461685180664,2008,0,1,26
38.03418731689453,2008,1,0,30
13.736263275146484,2008,0,1,25
15.865385055541992,2008,1,1,31
45.67307662963867,2008,0,0,30
11.923076629638672,2008,0,0,30
16.0256404876709,2008,0,1,25
12.5,2008,0,0,32
17.63365364074707,2008,1,0,27
8.79120922088623,2008,0,1,34
26.44230842590332,2008,1,0,34
31.25,2008,1,1,28
20.19230842590332,2008,0,0,34
15.182186126708984,2008,0,1,29
15.5482816696167,2008,0,1,29
20,2008,0,1,29
31.468530654907227,2008,1,0,30
19.230770111083984,2008,0,1,30
33.653846740722656,2008,1,0,32
24.038461685180664,2008,0,0,33
22.115385055541992,2008,1,1,27
11.538461685180664,2008,1,1,25
21.634614944458008,2008,0,0,29
14.423076629638672,2008,0,1,29
6.94444465637207,2008,0,1,28
13.461538314819336,2008,0,0,26
20.19230842590332,2008,1,1,34
13.11188793182373,2008,0,0,32
34.61538314819336,2008,1,0,33
10.12145709991455,2008,0,1,31
18.75,2008,1,1,25
14.895833015441895,2008,0,0,28
17.788461685180664,2008,1,1,26
29.447114944458008,2008,1,0,29
12.019230842590332,2008,1,0,27
10,2008,0,0,26
28.365385055541992,2008,1,1,33
16.827884674072266,2008,0,0,34
15.865385055541992,2008,1,1,28
14.423076629638672,2008,0,1,29
7.085020065307617,2008,0,1,30
9.450549125671387,2008,0,1,32
24.572649002075195,2008,1,0,27
23.504274368286133,2008,1,1,31
9.615385055541992,2008,0,1,25
21.230770111083984,2008,1,1,31
5.200549602508545,2008,0,1,31
5.200549602508545,2008,0,1,31
28.13725471496582,2008,0,0,32
16.194332122802734,2008,0,1,28
30.769229888916016,2008,1,0,32
21.634614944458008,2008,1,0,32
40.38461685180664,2008,1,0,29
14.423076629638672,2008,0,1,33
15.985576629638672,2008,1,1,33
17.71255111694336,2008,0,1,29
14.423076629638672,2008,1,0,28
15.384614944458008,2008,0,1,32
5.963461399078369,2008,0,0,29
12.087912559509277,2008,0,1,34
26.923076629638672,2008,0,0,27
16.826923370361328,2008,1,1,29
18.24457550048828,2008,0,1,31
17.094017028808594,2008,0,1,30
16.826923370361328,2008,0,1,32
21.153846740722656,2008,1,1,28
23.626373291015625,2008,1,1,27
18.269229888916016,2008,0,0,26
21.634614944458008,2008,0,0,32
14.67611312866211,2008,0,1,33
31.923076629638672,2008,1,1,33
8.13609504699707,2008,0,1,34
24.038461685180664,2008,1,1,29
16.826923370361328,2008,1,1,29
13.461538314819336,2008,0,0,29
39.42307662963867,2008,1,1,31
25.961538314819336,2008,0,0,33
18.269229888916016,2008,0,0,28
11.25,2008,0,0,33
23.55769157409668,2008,1,0,27
6,2008,0,1,31
12.5,2008,0,0,26
5.161538600921631,2008,0,1,30
28.846153259277344,2008,1,0,33
33.653846740722656,2008,1,1,31
8.65384578704834,2008,0,0,32
15.384614944458008,2008,1,1,25
28.846153259277344,2008,0,0,34
11.057692527770996,2008,0,1,31
19.230770111083984,2008,1,1,29
29.91452980041504,2008,1,0,29
29.91452980041504,2008,1,1,29
9.61634635925293,2008,1,1,31
19.230770111083984,2008,1,1,26
24.038461685180664,2008,0,1,33
16.826923370361328,2008,1,0,33
4.807692527770996,2008,1,1,32
13.461538314819336,2008,0,1,31
10.09615421295166,2008,0,0,32
11.538461685180664,2008,0,1,30
32.21154022216797,2008,0,0,34
14.423076629638672,2008,0,0,33
9.619711875915527,2008,0,1,30
28.846153259277344,2008,1,1,28
9.615385055541992,2008,0,0,27
48.07692337036133,2008,0,1,31
7.211538314819336,2008,0,0,29
9.89011001586914,2008,0,0,31
23.504274368286133,2008,1,0,30
26.44230842590332,2008,1,0,27
21.634614944458008,2008,1,1,29
55.2373161315918,2008,1,0,34
28.632478713989258,2008,1,0,25
15.182186126708984,2008,0,0,30
14.423076629638672,2008,0,1,33
15.384614944458008,2008,1,0,25
21.923076629638672,2008,0,1,34
23.076923370361328,2008,0,1,28
20.604394912719727,2008,0,0,32
36.05769348144531,2008,1,1,33
38.46154022216797,2008,1,1,31
19.230770111083984,2008,1,0,25
19.230770111083984,2008,0,0,30
30.048076629638672,2008,1,0,31
4.738562107086182,2008,1,1,29
32.69230651855469,2008,1,1,27
24.038461685180664,2008,1,1,32
16.346153259277344,2008,1,0,34
18.682416915893555,2008,0,1,30
7.5,2008,0,0,30
22.189348220825195,2008,1,1,31
14.423076629638672,2008,0,0,32
23.076923370361328,2008,1,1,32
48.077884674072266,2008,1,0,32
14.423076629638672,2008,1,1,25
34.18803405761719,2008,1,0,31
20.19230842590332,2008,1,0,33
28.846153259277344,2008,1,1,27
12.5,2008,0,0,34
23.31730842590332,2008,1,0,34
27.403846740722656,2008,1,1,29
20.19230842590332,2008,0,0,26
28.632478713989258,2008,1,0,31
23.076923370361328,2008,0,1,26
39.230770111083984,2008,1,0,32
12.087912559509277,2008,1,0,28
8,2008,0,1,27
11.094674110412598,2008,1,1,28
17.094017028808594,2008,1,1,31
19.230770111083984,2008,1,0,30
12.820512771606445,2008,1,0,28
32.69230651855469,2008,1,1,26
26.44230842590332,2008,1,1,26
48.07692337036133,2008,1,1,34
26.923076629638672,2008,1,1,34
22.624433517456055,2008,1,0,26
20.19230842590332,2008,1,1,29
19.230770111083984,2008,1,0,27
13.461538314819336,2008,0,0,25
