"","sex","age","mrd","educ","cworker","region","race","earnings","height","weight","occupation"
"38",0,35,2,11,1,2,2,14021.39453125,64,160,1
"39",0,58,1,11,1,1,1,84054.75,66,136,1
"40",0,29,1,15,1,2,1,33712.96875,62,115,1
"41",0,42,1,8,4,3,3,18168.841796875,62,150,1
"42",0,34,1,12,1,4,1,44152.16015625,66,501,1
"43",0,32,1,13,1,1,1,33712.96875,61,135,1
"44",0,38,1,16,1,2,1,44152.16015625,62,120,1
"45",0,36,4,16,1,4,1,28560.38671875,66,140,1
"46",0,50,1,13,3,3,1,84054.75,66,200,1
"47",0,29,6,18,1,2,1,33712.96875,65,145,1
"48",0,46,4,16,1,4,4,49430.109375,61,113,1
"49",0,58,1,12,4,3,1,23362.873046875,63,165,1
"50",0,43,4,12,1,2,1,23362.873046875,67,160,1
"51",0,45,4,15,1,4,1,84054.75,65,145,1
"52",0,29,1,12,1,2,1,44152.16015625,67,135,1
"53",0,54,3,16,1,3,1,28560.38671875,66,150,1
"54",0,42,1,16,1,2,1,84054.75,66,145,1
"55",0,43,1,12,1,3,3,84054.75,68,148,1
"56",0,31,3,12,1,2,3,28560.38671875,66,138,1
"57",0,54,1,12,1,3,1,49430.109375,66,160,1
"58",0,59,1,16,1,3,1,84054.75,70,155,1
"59",0,59,1,15,6,3,1,84054.75,66,135,1
"60",0,50,1,12,1,1,1,44152.16015625,66,185,1
"61",0,39,1,12,2,3,1,84054.75,62,148,1
"62",0,35,1,16,1,1,1,84054.75,61,140,1
"63",0,37,1,16,1,2,1,84054.75,62,104,1
"64",0,55,1,13,1,1,1,84054.75,64,160,1
"65",0,46,6,17,4,1,1,38925.3359375,65,140,1
"66",0,63,4,18,4,4,1,16081.587890625,70,145,1
"67",0,54,4,18,1,4,1,44152.16015625,62,154,1
"68",0,48,1,18,2,3,1,84054.75,64,165,1
"69",0,32,6,16,1,1,1,84054.75,63,115,1
"70",0,31,1,14,1,4,3,84054.75,70,168,1
"71",0,27,1,16,1,1,2,84054.75,68,142,1
"72",0,43,1,13,1,1,1,84054.75,67,135,1
"73",0,47,1,12,1,2,1,33712.96875,67,150,1
"74",0,34,4,13,1,3,2,11953.455078125,63,133,1
"75",0,48,1,16,1,2,1,84054.75,62,117,1
"76",0,33,1,16,1,4,1,84054.75,68,115,1
"77",0,40,6,17,4,1,1,84054.75,69,204,1
"78",0,31,4,13,3,2,1,23362.873046875,65,165,1
"79",0,39,1,14,1,2,1,38925.3359375,64,155,1
"80",0,28,6,14,3,1,1,10865.4287109375,62,150,1
"81",0,40,1,15,1,4,1,84054.75,67,150,1
"82",0,38,1,14,1,4,1,84054.75,62,120,1
"83",0,58,1,13,4,1,1,38925.3359375,65,160,1
"84",0,34,4,15,1,4,1,12954.765625,63,135,1
"85",0,43,4,13,2,3,2,33712.96875,67,165,1
"86",0,35,1,14,1,1,1,84054.75,63,114,1
"87",0,31,1,16,1,1,1,84054.75,66,152,1
"88",0,38,1,18,3,3,1,84054.75,66,120,1
"89",0,29,4,16,1,2,1,33712.96875,61,120,1
"90",0,56,4,16,3,4,1,49430.109375,67,250,1
"91",0,28,6,18,1,1,2,49430.109375,67,115,1
"92",0,31,1,16,1,4,1,84054.75,67,140,1
"93",0,41,4,13,1,2,1,23362.873046875,62,185,1
"94",0,36,1,17,1,1,1,84054.75,66,110,1
"95",0,41,6,15,1,3,2,49430.109375,64,130,1
"96",0,46,1,12,1,2,1,84054.75,64,190,1
"97",0,55,1,17,1,4,1,84054.75,68,125,1
"98",0,50,1,14,1,4,1,84054.75,64,160,1
"99",0,58,3,12,4,3,1,23362.873046875,65,140,1
"100",0,45,1,14,2,2,1,84054.75,65,128,1
"101",0,41,4,12,1,2,1,44152.16015625,67,245,1
"102",0,31,6,11,1,3,1,23362.873046875,66,140,1
"103",0,41,1,12,1,4,1,23362.873046875,63,130,1
"104",0,65,4,18,1,3,1,38925.3359375,62,130,1
"105",0,36,1,16,1,4,1,84054.75,63,117,1
"106",0,42,4,14,4,4,3,28560.38671875,61,160,1
"107",0,33,1,12,6,1,1,28560.38671875,65,127,1
"108",0,54,1,16,3,4,4,84054.75,63,120,1
"109",0,39,1,16,1,2,1,84054.75,67,169,1
"110",0,57,1,12,1,4,1,84054.75,72,150,1
"111",0,49,6,16,4,3,2,23362.873046875,66,140,1
"112",0,53,1,10,4,4,1,23362.873046875,66,145,1
"113",0,35,6,18,1,3,1,33712.96875,64,110,1
"114",0,36,1,16,4,4,3,84054.75,64,145,1
"115",0,29,6,18,2,3,2,28560.38671875,64,147,1
"116",0,41,1,16,1,1,2,84054.75,65,135,1
"117",0,44,1,16,1,4,1,44152.16015625,67,160,1
"118",0,59,3,14,1,2,1,28560.38671875,63,165,1
"119",0,32,1,14,6,3,3,49430.109375,67,135,1
"120",0,46,1,14,1,3,1,84054.75,66,501,1
"121",0,31,6,16,1,2,1,84054.75,65,115,1
"122",0,40,1,16,1,3,2,84054.75,66,135,1
"123",0,41,1,18,6,4,2,44152.16015625,61,115,1
"124",0,34,5,12,1,3,1,19237.1953125,67,120,1
"125",0,29,1,15,1,1,2,84054.75,61,148,1
"126",0,39,1,14,1,3,1,38925.3359375,63,170,1
"127",0,32,1,12,1,4,1,49430.109375,65,130,1
"128",0,41,4,16,1,2,1,38925.3359375,64,125,1
"129",0,43,1,14,1,1,1,44152.16015625,61,140,1
"130",0,29,1,13,1,1,1,84054.75,63,210,1
"131",0,31,6,12,1,3,2,44152.16015625,65,140,1
"132",0,43,1,14,1,2,1,84054.75,70,170,1
"133",0,32,1,16,1,4,1,84054.75,65,138,1
"134",0,60,1,13,2,4,3,84054.75,66,207,1
"135",0,35,1,16,1,4,1,84054.75,62,135,1
"136",0,55,1,12,1,2,1,84054.75,67,163,1
"137",0,26,1,12,3,3,3,33712.96875,63,150,1
"138",0,37,1,13,6,3,1,84054.75,66,501,1
"139",0,37,1,16,2,3,2,84054.75,64,115,1
"140",0,59,3,12,1,3,1,23362.873046875,66,125,1
"141",0,49,1,18,1,3,1,84054.75,59,125,1
"142",0,34,1,13,1,3,1,84054.75,64,155,1
"143",0,38,1,12,3,1,2,33712.96875,69,160,1
"144",0,33,1,14,1,1,1,84054.75,62,160,1
"145",0,52,6,18,4,3,2,28560.38671875,68,150,1
"146",0,49,1,12,1,4,1,84054.75,65,155,1
"147",0,37,4,12,1,1,1,33712.96875,69,170,1
"148",0,47,1,15,1,1,1,84054.75,64,140,1
"149",0,44,6,13,2,3,1,84054.75,65,501,1
"150",0,38,6,16,1,3,1,33712.96875,63,180,1
"151",0,35,1,17,4,4,1,84054.75,66,160,1
"152",0,26,6,16,1,4,3,33712.96875,61,107,1
"153",0,60,1,12,3,3,1,38925.3359375,64,136,1
"154",0,47,1,13,1,3,1,84054.75,63,190,1
"155",0,27,1,15,5,1,1,84054.75,66,130,1
"156",0,45,1,12,1,3,2,84054.75,61,200,1
"157",0,53,4,14,1,3,1,49430.109375,68,140,1
"158",0,32,1,12,3,4,4,84054.75,62,501,1
"159",0,43,6,12,1,1,1,33712.96875,68,160,1
"160",0,36,4,14,1,1,1,49430.109375,70,125,1
"161",0,30,1,14,1,3,3,44152.16015625,69,180,1
"162",0,33,1,13,1,4,1,84054.75,66,132,1
"163",0,45,1,16,1,2,1,84054.75,69,160,1
"164",0,34,1,16,1,1,1,84054.75,64,115,1
"165",0,42,5,18,1,3,1,84054.75,65,105,1
"166",0,44,3,12,1,2,1,33712.96875,63,180,1
"167",0,25,1,16,3,3,1,23362.873046875,72,145,1
"168",0,42,1,13,6,4,1,49430.109375,69,130,1
"169",0,43,4,14,5,4,1,23362.873046875,69,130,1
"170",0,46,4,12,2,4,1,33712.96875,67,155,1
"171",0,30,6,16,1,4,1,23362.873046875,62,95,1
"172",0,38,6,18,1,4,4,84054.75,70,155,1
"173",0,34,5,16,1,3,1,44152.16015625,65,130,1
"174",0,35,4,12,1,3,1,20305.509765625,66,143,1
"175",0,33,4,17,1,1,1,84054.75,63,150,1
"176",0,52,1,16,1,2,1,44152.16015625,71,160,1
"177",0,37,4,12,1,3,1,28560.38671875,68,136,1
"178",0,33,1,15,1,4,1,49430.109375,64,140,1
"179",0,38,1,16,2,4,2,84054.75,65,150,1
"180",0,31,1,15,1,1,1,38925.3359375,64,120,1
"181",0,46,1,14,2,1,1,84054.75,66,130,1
"182",0,39,4,12,4,1,1,44152.16015625,62,120,1
"183",0,26,4,12,1,3,1,16081.587890625,69,130,1
"184",0,32,1,16,1,4,1,23362.873046875,70,220,1
"185",0,43,1,16,1,2,1,84054.75,66,150,1
"186",0,33,6,16,1,3,2,17171.263671875,60,125,1
"187",0,47,1,18,4,3,1,84054.75,70,150,1
"188",0,30,1,13,2,3,1,44152.16015625,63,137,1
"189",0,28,6,16,1,3,1,19237.1953125,70,135,1
"190",0,43,1,16,1,2,1,84054.75,65,122,1
"191",0,38,1,15,1,4,2,84054.75,62,300,1
"192",0,57,1,18,4,4,1,84054.75,68,160,1
"193",0,46,1,14,1,3,1,84054.75,60,105,1
"194",0,47,2,12,6,1,1,49430.109375,68,190,1
"195",0,36,1,16,1,1,1,84054.75,61,110,1
"196",0,41,1,18,4,3,4,84054.75,66,156,1
"197",0,33,1,16,4,3,1,84054.75,60,145,1
"198",0,32,1,14,1,1,1,84054.75,63,118,1
"199",0,33,1,12,1,4,1,44152.16015625,62,105,1
"200",0,41,1,12,1,1,1,84054.75,66,135,1
"201",0,33,1,13,1,1,1,84054.75,64,120,1
"202",0,49,1,15,1,3,1,84054.75,62,120,1
"203",0,45,1,11,1,3,1,38925.3359375,64,160,1
"204",0,34,1,12,6,1,1,84054.75,68,170,1
"205",0,46,1,16,3,3,4,84054.75,60,120,1
"206",0,49,1,18,3,3,2,84054.75,63,130,1
"207",0,48,1,13,6,4,1,38925.3359375,60,130,1
"208",0,28,1,15,1,3,1,28560.38671875,61,135,1
"209",0,38,5,15,5,4,1,44152.16015625,66,130,1
"210",0,28,6,14,1,4,4,20305.509765625,66,140,1
"211",0,42,1,16,3,4,1,84054.75,66,200,1
"212",0,39,1,14,4,1,1,84054.75,67,165,1
"213",0,51,4,18,4,4,1,44152.16015625,67,140,1
"214",0,39,1,14,1,3,1,84054.75,68,185,1
"215",0,53,6,14,1,3,3,49430.109375,64,153,1
"216",0,28,6,14,2,4,1,33712.96875,61,145,1
"217",0,41,4,12,1,2,1,20305.509765625,63,105,1
"218",0,34,6,16,1,3,1,38925.3359375,66,150,1
"219",0,32,1,12,1,2,1,84054.75,59,125,1
"220",0,47,3,15,1,3,2,49430.109375,64,250,1
"221",0,65,3,16,4,3,2,44152.16015625,65,209,1
"222",0,41,1,14,1,4,1,84054.75,63,145,1
"223",0,30,6,16,1,1,2,28560.38671875,68,150,1
"224",0,26,6,15,1,3,2,18168.841796875,65,160,1
"225",0,29,1,16,1,2,1,84054.75,71,220,1
"226",0,27,1,16,1,3,1,84054.75,64,120,1
"227",0,29,1,16,2,1,1,49430.109375,61,100,1
"228",0,37,1,18,1,4,1,84054.75,64,130,1
"229",0,32,6,10,4,3,2,7782.85400390625,59,179,1
"230",0,38,1,14,1,2,1,49430.109375,70,135,1
"231",0,35,1,16,1,4,1,49430.109375,64,135,1
"232",0,46,1,16,4,3,2,84054.75,65,150,1
"233",0,43,1,13,1,3,1,20305.509765625,66,140,1
"234",0,34,1,18,1,3,1,84054.75,64,110,1
"235",0,37,1,14,1,4,1,84054.75,65,112,1
"236",0,47,4,13,1,3,1,38925.3359375,67,170,1
"237",0,46,4,16,1,3,1,84054.75,62,110,1
"238",0,49,4,18,1,1,1,84054.75,66,134,1
"239",0,27,1,12,1,3,1,33712.96875,60,135,1
"240",0,38,1,12,1,4,1,49430.109375,64,125,1
"241",0,48,4,14,1,1,1,33712.96875,67,140,1
"242",0,41,4,18,3,1,1,49430.109375,63,125,1
"243",0,25,6,16,1,1,3,84054.75,59,95,1
"244",0,42,1,18,1,2,4,33712.96875,67,200,1
"245",0,44,1,18,1,1,1,84054.75,66,135,1
"246",0,59,4,13,3,3,1,33712.96875,66,300,1
"247",0,35,6,16,1,3,1,84054.75,68,150,1
"248",0,55,6,16,3,1,1,23362.873046875,62,180,1
"249",0,34,1,18,1,1,4,49430.109375,63,130,1
"250",0,27,1,16,1,3,1,84054.75,65,125,1
"251",0,49,4,12,1,3,1,23362.873046875,62,115,1
"252",0,59,3,11,1,4,1,28560.38671875,62,145,1
"253",0,39,1,14,1,3,1,33712.96875,65,160,1
"254",0,54,4,14,1,4,1,11953.455078125,67,165,1
"255",0,50,1,18,3,1,2,84054.75,64,129,1
"256",0,37,6,16,1,3,1,44152.16015625,64,118,1
"257",0,34,1,15,1,3,1,38925.3359375,68,220,1
"258",0,44,1,18,1,2,1,84054.75,59,120,1
"259",0,27,1,13,1,1,1,84054.75,67,501,1
"260",0,36,6,16,1,1,1,28560.38671875,62,114,1
"261",0,31,1,12,1,3,1,49430.109375,63,120,1
"262",0,44,1,12,1,4,1,12954.765625,63,180,1
"263",0,29,6,18,3,4,1,84054.75,65,115,1
"264",0,43,1,16,1,2,1,84054.75,70,150,1
"265",0,29,1,14,1,2,4,28560.38671875,61,122,1
"266",0,37,1,15,1,3,1,84054.75,64,138,1
"267",0,26,1,17,1,1,1,84054.75,69,120,1
"268",0,46,1,12,1,2,1,84054.75,63,180,1
"269",0,54,1,13,1,3,1,84054.75,65,150,1
"270",0,30,1,17,2,2,2,84054.75,68,135,1
"271",0,26,1,18,1,1,1,33712.96875,63,125,1
"272",0,50,1,10,6,3,1,23362.873046875,63,150,1
"273",0,41,4,5,1,3,2,33712.96875,67,145,1
"274",0,48,1,12,1,1,1,84054.75,61,165,1
"275",0,25,6,14,1,2,1,12954.765625,64,130,1
"276",0,35,1,12,1,2,1,84054.75,61,100,1
"277",0,36,1,14,5,1,1,84054.75,64,113,1
"278",0,49,1,12,1,4,1,84054.75,64,501,1
"279",0,56,1,18,5,1,1,84054.75,64,150,1
"280",0,37,1,13,6,3,1,38925.3359375,68,130,1
"281",0,44,5,12,1,3,1,33712.96875,60,115,1
"282",0,46,1,13,1,4,1,84054.75,65,138,1
"283",0,45,1,16,2,1,1,84054.75,68,140,1
"284",0,48,1,15,1,3,1,38925.3359375,66,140,1
"285",0,46,1,12,1,1,1,84054.75,60,180,1
"286",0,53,1,18,4,1,1,84054.75,64,140,1
"287",0,43,1,16,2,3,1,84054.75,63,115,1
"288",0,31,1,12,1,3,2,49430.109375,61,170,1
"289",0,27,6,18,4,4,1,38925.3359375,68,128,1
"290",0,54,4,14,1,4,1,33712.96875,67,220,1
"291",0,30,1,14,1,4,1,84054.75,66,185,1
"292",0,42,4,14,6,4,1,84054.75,69,180,1
"293",0,43,1,16,1,4,1,84054.75,67,250,1
"294",0,55,6,17,2,2,1,49430.109375,64,289,1
"295",0,25,1,12,1,4,2,33712.96875,62,160,1
"296",0,49,1,16,1,3,1,84054.75,62,125,1
"297",0,39,1,13,3,4,1,84054.75,69,165,1
"298",0,40,1,8,1,2,3,49430.109375,65,145,1
"299",0,41,1,12,1,1,1,84054.75,67,140,1
"300",0,33,6,16,1,2,1,33712.96875,61,128,1
"301",0,28,1,12,1,3,2,28560.38671875,67,208,1
"302",0,54,4,12,1,1,1,28560.38671875,63,114,1
"303",0,31,1,12,1,2,3,28560.38671875,63,150,1
"304",0,52,1,12,1,4,1,84054.75,64,110,1
"305",0,40,1,13,1,3,1,49430.109375,67,160,1
"306",0,34,6,17,6,3,1,28560.38671875,68,200,1
"307",0,38,1,14,1,2,1,84054.75,67,150,1
"308",0,33,1,15,1,3,1,33712.96875,65,140,1
"309",0,32,6,16,1,3,1,33712.96875,67,120,1
"310",0,42,4,16,1,3,1,44152.16015625,66,152,1
"311",0,37,4,16,1,3,1,23362.873046875,65,170,1
"312",0,46,1,12,4,3,1,84054.75,66,170,1
"313",0,26,6,16,1,4,1,23362.873046875,68,130,1
"314",0,32,6,10,1,3,1,18168.841796875,62,125,1
"315",0,37,1,12,4,1,1,44152.16015625,70,150,1
"316",0,41,4,12,1,2,1,23362.873046875,64,140,1
"317",0,27,6,18,1,3,1,7782.85400390625,61,105,1
"318",0,25,1,16,1,3,1,28560.38671875,67,130,1
"319",0,56,1,15,2,3,1,84054.75,64,175,1
"320",0,50,1,18,1,4,1,84054.75,69,150,1
"321",0,54,6,16,1,2,1,23362.873046875,65,148,1
"322",0,29,6,16,1,1,1,33712.96875,68,138,1
"323",0,30,4,15,2,1,2,44152.16015625,67,165,1
"324",0,38,5,16,1,4,2,84054.75,69,170,1
"325",0,34,1,14,1,3,1,38925.3359375,67,232,1
"326",0,42,4,14,4,4,2,38925.3359375,61,136,1
"327",0,33,4,12,1,1,1,8826.6513671875,60,122,1
"328",0,51,1,16,2,2,1,84054.75,60,130,1
"329",0,33,1,12,1,3,2,84054.75,64,150,1
"330",0,32,1,12,2,2,1,84054.75,67,125,1
"331",0,57,3,15,1,3,1,38925.3359375,68,145,1
"332",0,39,1,18,1,1,1,84054.75,62,185,1
"333",0,51,1,12,1,1,1,84054.75,64,155,1
"334",0,39,1,12,1,3,1,84054.75,63,172,1
"335",0,30,1,13,1,1,1,44152.16015625,62,113,1
"336",0,33,1,16,1,3,1,84054.75,65,138,1
"337",0,45,1,10,1,3,3,49430.109375,60,128,1
"338",0,38,6,16,1,3,1,15081.9755859375,67,150,1
"339",0,48,1,16,2,1,1,84054.75,64,160,1
"340",0,45,1,16,5,4,1,84054.75,66,138,1
"341",0,54,3,14,1,3,1,19237.1953125,66,125,1
"342",0,27,6,13,1,2,2,18168.841796875,66,155,1
"343",0,44,1,12,1,1,1,38925.3359375,59,165,1
"344",0,56,1,12,4,2,1,84054.75,64,160,1
"345",0,44,4,13,2,4,3,28560.38671875,64,175,1
"346",0,36,6,12,1,1,1,23362.873046875,66,120,1
"347",0,35,6,16,1,1,1,84054.75,65,130,1
"348",0,35,1,12,1,2,1,23362.873046875,63,150,1
"349",0,56,1,16,1,3,1,84054.75,65,120,1
"350",0,30,4,13,1,2,1,33712.96875,64,240,1
"351",0,36,4,13,4,4,1,20305.509765625,63,160,1
"352",0,42,6,16,4,4,4,23362.873046875,60,148,1
"353",0,29,1,16,1,2,4,84054.75,60,95,1
"354",0,54,1,18,3,3,2,44152.16015625,63,140,1
"355",0,47,1,18,1,4,1,84054.75,67,130,1
"356",0,42,1,14,1,2,1,44152.16015625,63,128,1
"357",0,46,1,16,4,2,1,84054.75,63,135,1
"358",0,58,1,17,3,2,1,84054.75,63,155,1
"359",0,52,1,15,1,4,1,44152.16015625,68,168,1
"360",0,54,1,16,1,2,1,84054.75,66,180,1
"361",0,36,4,13,6,4,1,28560.38671875,60,130,1
"362",0,30,6,16,2,1,1,28560.38671875,67,135,1
"363",0,28,5,12,1,3,1,9857.505859375,65,180,1
"364",0,30,6,18,4,3,2,44152.16015625,63,195,1
"365",0,49,1,13,1,1,2,28560.38671875,65,180,1
"366",0,36,5,9,1,3,1,15081.9755859375,63,150,1
"367",0,30,6,16,1,2,1,38925.3359375,64,180,1
"368",0,34,2,18,1,1,3,23362.873046875,62,110,1
"369",0,42,6,16,1,3,1,38925.3359375,66,175,1
"370",0,40,1,14,4,4,3,44152.16015625,63,160,1
"371",0,46,1,12,6,2,1,84054.75,61,135,1
"372",0,32,1,16,1,2,1,49430.109375,69,125,1
"373",0,47,4,16,1,2,1,33712.96875,66,140,1
"374",0,29,1,14,1,2,1,84054.75,65,130,1
"375",0,51,1,11,1,4,1,44152.16015625,67,210,1
"376",0,44,4,16,1,4,1,38925.3359375,70,190,1
"377",0,41,4,14,1,2,1,8826.6513671875,63,225,1
"378",0,38,1,14,6,4,1,84054.75,69,135,1
"379",0,42,1,12,1,1,1,44152.16015625,70,138,1
"380",0,36,1,13,1,1,1,44152.16015625,63,120,1
"381",0,38,1,14,2,3,1,84054.75,64,145,1
"382",0,30,2,18,3,2,2,38925.3359375,68,150,1
"383",0,55,1,12,3,1,1,33712.96875,62,124,1
"384",0,25,6,16,3,2,1,19237.1953125,62,140,1
"385",0,36,1,18,1,3,3,84054.75,63,118,1
"386",0,34,4,14,1,3,1,12954.765625,63,128,1
"387",0,60,1,16,4,3,2,38925.3359375,64,166,1
"388",0,26,1,12,3,1,1,84054.75,64,125,1
"389",0,33,1,14,1,4,1,44152.16015625,66,148,1
"390",0,27,1,12,1,1,1,84054.75,68,135,1
"391",0,31,1,12,1,1,1,44152.16015625,68,180,1
"392",0,54,4,10,1,2,1,17171.263671875,62,135,1
"393",0,40,6,16,1,3,1,28560.38671875,64,190,1
"394",0,44,1,16,1,1,1,84054.75,62,155,1
"395",0,58,6,14,1,2,1,23362.873046875,66,135,1
"396",0,28,6,16,2,3,1,49430.109375,66,123,1
"397",0,36,4,12,1,2,1,44152.16015625,61,125,1
"398",0,32,1,14,6,4,3,44152.16015625,67,200,1
"399",0,33,3,16,1,3,1,84054.75,65,130,1
"400",0,32,1,16,1,2,1,84054.75,64,155,1
"401",0,48,1,12,2,3,1,19237.1953125,65,215,1
"402",0,36,1,16,1,3,1,84054.75,68,155,1
"403",0,49,1,12,6,3,1,84054.75,67,152,1
"404",0,39,1,12,1,4,1,44152.16015625,61,139,1
"405",0,47,1,16,1,2,1,84054.75,65,145,1
"406",0,32,1,16,1,4,3,84054.75,62,130,1
"407",0,39,1,12,4,1,1,23362.873046875,61,110,1
"408",0,62,3,16,1,3,1,44152.16015625,66,190,1
"409",0,25,6,18,1,2,1,23362.873046875,68,195,1
"410",0,27,6,16,1,3,1,33712.96875,67,154,1
"411",0,51,4,14,2,3,1,84054.75,62,130,1
"412",0,62,4,12,1,3,1,28560.38671875,64,180,1
"413",0,39,1,17,3,2,1,84054.75,61,110,1
"414",0,42,1,14,1,4,3,84054.75,67,150,1
"415",0,29,1,16,1,2,1,84054.75,63,100,1
"416",0,38,1,16,4,3,1,84054.75,62,125,1
"417",0,37,5,12,1,3,1,84054.75,63,128,1
"418",0,32,1,12,1,4,1,84054.75,61,128,1
"419",0,41,1,12,6,2,1,20305.509765625,61,115,1
"420",0,39,4,18,1,4,1,28560.38671875,61,138,1
"421",0,35,4,16,1,3,1,44152.16015625,66,128,1
"422",0,31,1,13,1,2,1,84054.75,62,145,1
"423",0,60,3,14,1,4,1,84054.75,69,165,1
"424",0,41,4,13,1,2,1,84054.75,62,125,1
"425",0,57,1,13,4,1,1,84054.75,62,145,1
"426",0,25,1,13,1,1,1,49430.109375,66,115,1
"427",0,35,1,12,4,2,1,84054.75,67,135,1
"428",0,49,4,16,1,3,1,38925.3359375,65,135,1
"429",0,49,3,13,1,3,1,20305.509765625,66,135,1
"430",0,36,1,16,5,4,1,23362.873046875,66,118,1
"431",0,31,6,17,1,1,1,20305.509765625,65,250,1
"432",0,48,1,16,4,3,1,33712.96875,65,136,1
"433",0,42,6,18,1,1,1,84054.75,66,135,1
"434",0,44,1,18,1,3,1,84054.75,61,164,1
"435",0,27,1,12,1,1,1,38925.3359375,60,115,1
"436",0,37,1,16,1,2,1,84054.75,67,145,1
"437",0,25,6,16,1,2,1,18168.841796875,67,125,1
"438",0,41,1,12,1,1,2,38925.3359375,67,195,1
"439",0,44,4,12,1,2,1,44152.16015625,66,125,1
"440",0,38,1,12,1,3,1,44152.16015625,63,155,1
"441",0,58,1,12,4,2,1,84054.75,68,200,1
"442",0,46,4,12,1,3,1,23362.873046875,64,118,1
"443",0,56,1,12,4,1,1,44152.16015625,65,128,1
"444",0,26,1,16,1,1,1,84054.75,61,106,1
"445",0,52,1,12,1,2,1,84054.75,66,155,1
"446",0,60,1,14,4,1,1,84054.75,63,145,1
"447",0,55,4,12,4,1,1,28560.38671875,65,140,1
"448",0,46,6,17,4,2,2,44152.16015625,66,157,1
"449",0,40,1,12,4,3,2,44152.16015625,64,195,1
"450",0,37,6,12,1,2,1,16081.587890625,69,210,1
"451",0,59,1,12,1,3,1,49430.109375,60,115,1
"452",0,28,6,18,1,3,1,23362.873046875,60,115,1
"453",0,56,4,12,1,4,4,84054.75,62,145,1
"454",0,35,1,12,1,1,1,84054.75,66,150,1
"455",0,28,1,14,1,2,1,84054.75,69,133,1
"456",0,35,6,16,1,3,2,33712.96875,67,130,1
"457",0,49,1,12,3,2,1,38925.3359375,68,151,1
"458",0,34,1,12,1,4,1,84054.75,63,128,1
"459",0,59,1,14,1,4,1,84054.75,63,126,1
"460",0,35,1,16,1,2,1,38925.3359375,66,145,1
"461",0,47,1,12,1,3,2,84054.75,60,125,1
"462",0,38,1,14,1,2,1,33712.96875,66,140,1
"463",0,37,6,16,1,3,1,84054.75,70,200,1
"464",0,41,1,13,1,2,1,84054.75,66,145,1
"465",0,36,1,12,1,1,1,84054.75,64,130,1
"466",0,46,1,12,4,2,1,33712.96875,62,130,1
"467",0,26,1,16,1,3,1,84054.75,67,130,1
"468",0,35,1,13,1,3,2,49430.109375,63,160,1
"469",0,50,1,13,3,4,1,84054.75,64,150,1
"470",0,38,1,13,1,1,2,84054.75,63,120,1
"471",0,57,1,18,4,3,2,84054.75,66,175,1
"472",0,44,1,13,1,2,1,84054.75,66,140,1
"473",0,55,1,18,4,4,1,84054.75,63,147,1
"474",0,44,1,16,6,1,1,23362.873046875,65,140,1
"475",0,37,6,18,1,2,1,44152.16015625,63,185,1
"476",0,58,4,18,4,4,1,38925.3359375,60,120,1
"477",0,48,4,13,1,4,1,49430.109375,65,157,1
"478",0,25,4,16,1,4,3,33712.96875,66,170,1
"479",0,54,4,12,1,4,1,28560.38671875,67,162,1
"480",0,40,1,14,1,3,1,15081.9755859375,62,501,1
